Lb,growth_rate,condition
1602.670702508815,84.31437975885848,glycerol
1381.818268930374,74.72557632558387,glycerol
1442.9930180691103,99.72860289200725,glycerol
2057.289175791611,100.70951357425449,glycerol
1599.2581853580548,79.8436583750091,glycerol
1750.2797185209529,72.17764913539247,glycerol
1760.628260048582,81.0871749990328,glycerol
1696.5618198453546,77.50870142906888,glycerol
1619.2574980396835,76.88768090804295,glycerol
1705.1121973468616,78.68271606313535,glycerol
2041.344941354031,83.25719325077598,glycerol
1960.9227801456807,80.81901041230714,glycerol
1678.6944770494888,89.28412768705087,glycerol
1438.112793989115,90.31304815325812,glycerol
2162.0515845158266,120.55996459965792,glycerol
1532.7119485175324,84.75328539960358,glycerol
1812.9299520062261,85.54508225635628,glycerol
1884.9804750334756,126.594378197507,glycerol
1503.907310407243,98.06144242028832,glycerol
1972.1099268052735,82.2241079421143,glycerol
1382.7370724684158,77.38635135336989,glycerol
1603.0652908725879,72.45736022694616,glycerol
1601.461825579226,71.82931222613762,glycerol
1452.0190654545897,76.85971265851451,glycerol
1652.7702059437252,73.55343030466398,glycerol
1531.3540152770017,92.4539668816808,glycerol
1485.2507271180025,84.41801689577053,glycerol
1855.5795189159976,107.42908228578789,glycerol
1628.8662134069184,132.7502919626358,glycerol
1489.3578078679004,81.27296346935339,glycerol
1386.8217215425145,79.19736108844373,glycerol
2226.3531128119976,98.05855750279464,glycerol
1993.3019193446175,79.41321488891006,glycerol
1885.6676483512715,106.12498075841889,glycerol
1679.9929764952396,76.82137460067187,glycerol
1808.3257223191895,120.92477903353291,glycerol
1681.0490678039569,95.95983624237132,glycerol
1713.226764581168,83.14406848799632,glycerol
1749.0546190493003,101.36415618523162,glycerol
1945.19270299978,82.7942398917113,glycerol
1557.1404080817865,82.3421152689771,glycerol
1687.4109195235685,84.21355301179213,glycerol
1769.9508609342145,138.93670930876036,glycerol
1622.879423981619,136.66467101863068,glycerol
1754.4848239034654,100.13842006268258,glycerol
1631.3348470643548,80.58886632153623,glycerol
1807.1716657891589,80.81956509496302,glycerol
1752.791341615876,151.7355509489356,glycerol
1585.4007079927733,140.6577278224284,glycerol
1639.7254239015326,109.27289304554404,glycerol
1828.3772356960937,102.25245297294065,glycerol
1575.108471149055,87.73510522507117,glycerol
1511.9939311416144,90.02904069193129,glycerol
1844.071823885123,87.38231045052439,glycerol
1639.2741923952758,90.72355241862012,glycerol
1744.4688352591531,95.33858708637058,glycerol
2368.277831772945,99.72040276084076,glycerol
1964.0044345535257,77.08596464221411,glycerol
1606.2053476416759,87.63145933168855,glycerol
1738.86778975139,83.21935043756923,glycerol
1760.2615887894194,93.96120336345878,glycerol
2104.4697198079753,95.52980684201556,glycerol
1759.47634518505,91.840232900985,glycerol
1838.8224028819743,161.97833867108614,glycerol
1702.9791660397934,89.17030716679807,glycerol
1580.5905141343496,89.38643764132271,glycerol
1607.785419243215,70.17936489018254,glycerol
1817.868442764566,85.75162582216264,glycerol
1760.1011104814881,95.32586959890926,glycerol
1533.5645188292306,113.16668543185946,glycerol
1610.8491386922542,85.70043848894845,glycerol
1611.7814561115742,80.55017020457419,glycerol
1398.174563751501,70.69083043400344,glycerol
2087.590357747496,166.39981024721985,glycerol
1524.886259373877,108.91426159369227,glycerol
1771.3961172509128,86.73446365517125,glycerol
1640.9654706894971,80.70067275955101,glycerol
1689.595998342265,87.00888421709598,glycerol
1730.0846120953297,88.76961006471718,glycerol
1765.4785975349032,81.24995851832006,glycerol
1586.6361386884523,87.97468767737548,glycerol
2422.8712090414388,116.4515012037677,glycerol
1915.562161613757,92.65132401363785,glycerol
1537.8233872599924,84.80225240433994,glycerol
1625.7790103619388,78.15456003303908,glycerol
2060.940613632119,145.19292289511802,glycerol
1612.7372280531806,113.53461558384087,glycerol
1496.5763228700273,110.93262906011248,glycerol
1529.9438280828917,97.04577131867968,glycerol
1661.9465943054784,97.14761090487738,glycerol
1574.4853141549124,95.60897897258393,glycerol
1696.4172764915015,78.24367252172223,glycerol
1724.6929939552065,69.28235535261146,glycerol
2063.8669106581224,100.62274021501877,glycerol
1888.0655379546852,90.78700542672507,glycerol
1625.4014492055906,101.282231224341,glycerol
1647.3221955776357,93.415719325544,glycerol
1806.7159825010124,150.90762723839333,glycerol
1493.6273610726557,112.77513100706938,glycerol
2200.772557282919,76.31844822969849,glycerol
1490.3949652473618,92.7141351688837,glycerol
1510.2327864677923,80.25495740079806,glycerol
1577.9429878917133,66.61392396935226,glycerol
1547.3911805254895,95.51784917950408,glycerol
1419.2191961571816,82.47203012303044,glycerol
1868.8078550349544,137.2780003651512,glycerol
1239.4308560274806,110.42562398819337,glycerol
1435.614857549786,93.47503020535044,glycerol
1456.5050624180205,81.08585170978255,glycerol
1536.4926133920005,76.78172855846104,glycerol
2177.0661717076314,149.44006322662665,glycerol
1506.3428811447861,100.74673230624344,glycerol
1559.0939714946935,79.4052375572521,glycerol
1725.6024106933796,83.72359180545813,glycerol
1516.6305805048223,74.63427249096237,glycerol
1487.1930361367345,64.66559827331886,glycerol
2017.7379033437126,81.0420175881604,glycerol
1850.8665904920829,82.08631352049863,glycerol
2284.4803812973673,103.18548640204494,glycerol
1788.2832162858992,111.88460210406473,glycerol
1940.5196099071416,70.87403732986087,glycerol
2259.8851693946785,100.778168352132,glycerol
1720.8629212853891,98.88251987473905,glycerol
1704.7966829936538,100.78027648838405,glycerol
1564.67970266782,88.23425177762255,glycerol
2567.918691967374,140.36926212262108,glycerol
2016.5342317921504,120.94651676701496,glycerol
1567.711965079784,89.02037693290474,glycerol
1652.324660637275,80.72255289388967,glycerol
1708.5003687074714,90.57259920905392,glycerol
1647.6242089086527,70.78227254760152,glycerol
1975.0667059674552,106.47513782956716,glycerol
1741.5466084027073,78.00954709316946,glycerol
2806.860117911624,185.8563057517407,glycerol
2069.1296757419855,82.12064493078925,glycerol
1778.279765852568,84.0554482298385,glycerol
1827.071940031884,83.49608095081891,glycerol
1830.8019047520056,85.32998557625515,glycerol
2440.2450211852383,111.90711651076812,glycerol
1742.133005351742,103.94568502908412,glycerol
1679.993186810962,91.56523994912315,glycerol
1778.4762274781606,80.59462824295949,glycerol
1559.3383974248488,106.2839866625236,glycerol
2694.180797052688,90.99640370362025,glycerol
1784.233468284519,84.87369432487341,glycerol
3019.1514855065498,139.18422095844272,glycerol
1813.8116015664211,85.97186350596866,glycerol
1839.4821717780117,85.31791058495162,glycerol
1963.962692835151,92.72611671902158,glycerol
1649.6862872779077,108.13859455556324,glycerol
1582.345126617024,78.54369565016438,glycerol
2852.393025517595,110.72602973966724,glycerol
1697.9006403538344,85.28489877142003,glycerol
1859.3486778843724,67.28506398261808,glycerol
1345.5482574103078,90.41660096763322,glycerol
1581.3675302492445,72.61973640414672,glycerol
3007.420275547243,121.66707956970032,glycerol
1882.746110601482,87.28862103540091,glycerol
2922.8727749283485,124.84539070231732,glycerol
1882.5359437938353,94.18420403273228,glycerol
2020.4991609242243,116.13668219183003,glycerol
1665.0260808257035,88.16229211710113,glycerol
1678.8314220740024,77.82061363475698,glycerol
1735.7089784262002,96.59634238255926,glycerol
3088.7158491848,140.6112591643411,glycerol
2140.1955486016195,95.7688918221847,glycerol
1647.8091310371387,76.31934791308291,glycerol
1781.0870348100232,63.650947850262135,glycerol
2839.6185130302592,107.28368097450236,glycerol
1849.7316268645268,95.98565298830306,glycerol
2175.538402273664,80.66156420279626,glycerol
2005.3779045786403,72.20274188850559,glycerol
2052.7399498793734,83.56688848141188,glycerol
1850.8880031772824,59.62128580840765,glycerol
1549.5085484869996,90.56868496418818,glycerol
1937.1876568104585,80.68299434933655,glycerol
1988.9141212812035,75.0748845868045,glycerol
2052.1900531476326,75.5543766252886,glycerol
1886.684495614103,85.77242796772912,glycerol
1760.259252912824,85.30774158833727,glycerol
1615.9945016010674,82.19281409566673,glycerol
1683.1099150931368,83.22484817307665,glycerol
1930.3582690594721,70.34341816588207,glycerol
1503.738907133839,84.02927392162164,glycerol
1937.885749705084,87.7644575745517,glycerol
1748.9340166533757,81.54620732171182,glycerol
1851.0301902365456,78.95498067435662,glycerol
1903.3500975992704,92.00171811924608,glycerol
1854.5224046258459,74.43041563173453,glycerol
1731.2502604494312,105.51653865605348,glycerol
1765.562210211174,98.07395680786632,glycerol
1778.2607771774526,91.15093264898206,glycerol
1819.299440301501,81.11445760555719,glycerol
1696.7172391876084,96.5661560710286,glycerol
1895.8800685880324,104.0882002424842,glycerol
1777.7089740787583,89.02634849375195,glycerol
1990.7116141661309,118.12762414832648,glycerol
1442.2719712952621,84.7320606624201,glycerol
1682.1574879919867,99.55705308014704,glycerol
1756.7340343200344,147.8836972083291,glycerol
1950.8356285791758,105.92883409361238,glycerol
1748.5241797231768,89.3762869159221,glycerol
2130.9206884271184,103.49370774069575,glycerol
1754.7364320163501,96.40258954177008,glycerol
1912.1357302586193,88.62417234297655,glycerol
1880.2327792395279,107.04759637303184,glycerol
2301.499799506203,84.27729708685922,glycerol
1788.0133852253718,99.14076173970771,glycerol
1837.376221440277,98.8145578077398,glycerol
1793.7216359178942,80.89378313073696,glycerol
2380.604673603323,128.6615302878804,glycerol
1760.0042206544852,101.04200800322948,glycerol
1358.193623278704,102.95031423418266,glycerol
1927.201984960473,95.72635182674028,glycerol
2218.0427433893738,94.27385214170388,glycerol
1745.4361342475554,85.21636969591255,glycerol
1674.6315074544682,86.8995277458315,glycerol
1690.4812342898244,81.65169217918928,glycerol
1945.9699187592416,91.4059283204888,glycerol
1718.0288164815918,88.28606257843205,glycerol
1500.2828427369432,86.76249947908244,glycerol
1421.3088797457146,89.86759431191827,glycerol
2189.2658981296377,114.97589154354006,glycerol
1675.0081973555484,100.080255554478,glycerol
1710.096233052387,85.71587733773342,glycerol
1655.2337267716837,88.02180907390405,glycerol
1497.4183081634949,77.11283302040935,glycerol
1496.3763152786678,82.95725288074796,glycerol
1706.7071471537163,83.07943741556919,glycerol
2137.8427666557527,97.05080384967366,glycerol
1854.2083130828153,85.19706102759588,glycerol
1506.4771848242951,75.1398895126891,glycerol
1704.4201201144256,85.61480995233232,glycerol
1777.2018072225467,66.8896272739961,glycerol
2117.139721247522,81.74460467056211,glycerol
1804.223594545038,104.08950153154038,glycerol
1617.2262187696867,91.75961599209224,glycerol
2342.8923823733494,124.4374175635071,glycerol
1774.8888718554529,94.18220313184648,glycerol
1893.7916927916729,94.32769864175222,glycerol
1766.6524743473049,77.6662920673103,glycerol
1681.0726614232908,87.3862891240903,glycerol
1729.8713623899305,73.68438676541123,glycerol
2301.3745981717593,119.4336109193224,glycerol
1684.3036330305738,87.35810048831328,glycerol
1596.3631277771808,81.29595950976731,glycerol
2190.3912998511105,94.90233398856094,glycerol
1666.891365042624,95.77150280267456,glycerol
1752.202691633901,102.40636543330643,glycerol
1733.1219382350423,96.37386796624985,glycerol
1500.8279602661594,96.1088237398537,glycerol
1564.9613822681006,89.09384996692236,glycerol
2337.5570613335376,107.61575244555236,glycerol
1947.6388044632215,89.38388366409751,glycerol
2004.7250962523897,106.97550536947662,glycerol
1669.868837223306,97.29154514280243,glycerol
1540.1349121114665,78.36877904597287,glycerol
1659.8951536513146,81.26119767601156,glycerol
1903.6755654149933,82.96855569591901,glycerol
1688.187762204489,104.3979410546257,glycerol
1827.3890943850984,83.34403903479166,glycerol
2315.2453454074866,107.41511234783516,glycerol
1820.3182394266432,101.04799269372992,glycerol
1812.5232895080296,95.0066252825161,glycerol
1737.7840859822468,82.72596674499187,glycerol
3116.657347760427,101.69576146358388,glycerol
1993.0609826447449,74.1728510328482,glycerol
2800.1461258972445,108.2138677606898,glycerol
1799.8138743972022,83.51573667057802,glycerol
1609.492865399479,89.30505042771247,glycerol
1633.7318527494044,76.91040266360444,glycerol
2554.637507385516,106.22993519757878,glycerol
1722.3971925883232,79.4758407606433,glycerol
1694.8592599792785,89.77548472146165,glycerol
1607.063054840293,81.050164916185,glycerol
1833.194903736422,84.11453474261222,glycerol
1718.3955938069575,73.23137746662856,glycerol
2582.86170059521,137.38243883492183,glycerol
1905.141089669042,95.80154763365672,glycerol
1552.5459232862559,86.38637839005466,glycerol
1711.7275754142777,81.25198668416729,glycerol
1915.670822005875,80.34229068606632,glycerol
2491.5329018791085,130.85607335346467,glycerol
1510.5282325966596,88.2227905505463,glycerol
1557.962847912709,59.3446632256133,glycerol
1357.674846549173,82.71966086163874,glycerol
1456.9575941436399,89.3797082137715,glycerol
1537.5337482634893,90.10528610187428,glycerol
2484.15032114296,129.67870767415417,glycerol
1666.671059346449,111.90074367318516,glycerol
1583.4428457042964,79.62717664562896,glycerol
1808.8168482788728,89.50191486899648,glycerol
1575.1428581900075,81.9059291215187,glycerol
2946.7493893557075,101.17201281501806,glycerol
2131.440106470237,93.99184592740728,glycerol
2569.3419778879097,139.58237084607896,glycerol
1590.8627983706028,102.51714586609484,glycerol
1620.691690391181,118.07411944871151,glycerol
1669.195122303207,87.87271502888686,glycerol
1869.5428467361762,72.76735692929748,glycerol
2530.291155477414,123.90762324567324,glycerol
1680.4350762384609,103.12318602136531,glycerol
1579.785241690133,103.87285357661736,glycerol
1917.1533211056565,90.85733343647796,glycerol
1877.862878542212,70.89492641002124,glycerol
1445.6147763324211,85.55521553483177,glycerol
1558.151039048064,87.12216205709538,glycerol
3021.141604137664,113.65553587853636,glycerol
1731.7516372382236,92.31817659783644,glycerol
1558.8671392544238,98.70575851199196,glycerol
1589.2569264727745,82.95901087440214,glycerol
3164.381125140363,129.04910707529194,glycerol
1777.4577063946574,103.33975289249813,glycerol
1632.008844285837,72.26463231715027,glycerol
3750.5291027841863,327.05635719608875,glycerol
2080.242962032752,98.97878341365605,glycerol
1748.2844397594163,92.18503853451465,glycerol
1654.0480548830737,84.52059298126922,glycerol
1566.7520261645004,62.35887554564252,glycerol
1698.7607350590379,112.72307838085186,glycerol
1578.939575596052,100.5305186454538,glycerol
1730.515393344459,69.06157818431367,glycerol
1549.4508635312816,58.15393714682759,glycerol
1715.005048974919,79.15033943420929,glycerol
3678.644059360651,155.15320675697146,glycerol
2507.4331191740403,125.3703935199152,glycerol
2309.7927978385364,82.89230388279867,glycerol
2296.3914912759433,82.20834687983314,glycerol
1815.4828940917914,90.58291782081436,glycerol
1764.435818501709,85.84825084253079,glycerol
1611.6544683449767,88.99874246685752,glycerol
1787.189340261228,77.144430226787,glycerol
1848.2534383578252,83.12562532159893,glycerol
2053.7794183982123,100.49284730885428,glycerol
1664.740721172025,116.0683250028222,glycerol
1551.3410538323963,79.53468985893038,glycerol
1416.7270783611393,111.24401279992476,glycerol
2062.329814311424,107.41244061288856,glycerol
2233.060300569776,90.17839572154182,glycerol
1881.1246910020373,88.26326907944292,glycerol
1758.6369514117498,91.76407399931227,glycerol
1640.315972298397,94.7199426904453,glycerol
2077.2026799448267,87.20825583095163,glycerol
1912.3661776470376,110.52737620252712,glycerol
1938.432265547429,81.14267400030957,glycerol
1919.0335975189184,78.41647002560646,glycerol
1522.5073869770358,71.18017820898184,glycerol
2131.01223081459,103.50900456256105,glycerol
1629.3472472285937,93.92971305006076,glycerol
1837.3337506025532,96.53922498052124,glycerol
1696.2965527202446,96.79524304975068,glycerol
2235.520061688541,105.3135951484124,glycerol
1678.9652592661712,85.9331897354318,glycerol
1582.2667394718717,79.66197274047633,glycerol
1667.2166227225812,100.02562074247444,glycerol
1654.4525244128201,67.72357469147909,glycerol
1529.8490727437122,96.60040240040183,glycerol
1786.7113941459172,98.8286695787917,glycerol
1897.6576570167147,125.48386437404704,glycerol
1831.820097891008,116.93194035737054,glycerol
1745.3366542069866,64.26916915241469,glycerol
1633.6017920100373,101.9262931907304,glycerol
1853.382005678221,114.3885621415125,glycerol
1733.7537154195518,111.42664200399732,glycerol
1661.6887701662647,77.06163484988413,glycerol
1842.872413247856,108.6067684420075,glycerol
1507.9506758669534,101.66496372485253,glycerol
1482.7740955629308,79.25203338235491,glycerol
1562.038454657418,104.27488204489364,glycerol
1560.0545024902196,87.4199406424705,glycerol
1363.871385502795,91.58726770213492,glycerol
2259.605603307688,150.5580741299169,glycerol
1900.2455082309264,142.13992855281782,glycerol
1683.493650233539,82.62724344118703,glycerol
1571.4847267475739,93.05838293233552,glycerol
2138.425883452021,117.39811394265766,glycerol
1382.712781061859,90.84684297075584,glycerol
1698.5266062439102,97.99731393953223,glycerol
1650.2025248382997,91.2211396626206,glycerol
2261.338533986328,138.22991041178852,glycerol
1836.4310782212672,95.41250398821282,glycerol
1522.7434962575578,88.60956250638425,glycerol
1778.802479097792,85.34178387803078,glycerol
1729.7772154359582,83.48835805814745,glycerol
1701.5561597393146,80.23085895443252,glycerol
2005.7187466285468,104.20740855705854,glycerol
2147.5126860529795,88.68277527482721,glycerol
2075.087956007709,87.84341648909275,glycerol
2216.341991023804,80.53111532062411,glycerol
1889.1034353170896,93.8640741774412,glycerol
2242.959803024005,132.28641918224173,glycerol
1471.1594553265234,99.73864692282844,glycerol
1600.5967716227035,96.1621198487284,glycerol
1503.416518126635,78.18522137061746,glycerol
1782.1549504933334,68.43954905345558,glycerol
1590.388202651553,81.20415593498296,glycerol
1498.6511153056367,90.01293646994296,glycerol
1491.6215795822131,89.94429107587091,glycerol
1719.4891191820675,95.53295699842649,glycerol
1682.4188788924644,82.34785410698073,glycerol
1707.7198606889783,83.01813125357705,glycerol
1809.157115979497,115.63693749260972,glycerol
1651.2438763391513,102.63677845625746,glycerol
1602.2246808281454,76.86732334184204,glycerol
1645.376397196422,83.51127118365208,glycerol
1682.4273169246435,60.573601065270125,glycerol
1493.9556873156303,76.36274839219922,glycerol
1955.2354663934684,112.96990766837746,glycerol
1742.559166791669,95.29852058575987,glycerol
1967.8760477621493,84.94653009698978,glycerol
2143.7003540517617,84.50364968146926,glycerol
1692.1572391056527,81.07389292993633,glycerol
1472.4558306576566,87.1092430858061,glycerol
1783.3049546204684,82.36785964115654,glycerol
2126.9034058491306,127.1648067565184,glycerol
1861.1024098664977,102.8154689595522,glycerol
1712.2645021707417,94.05088291764002,glycerol
2038.9314315988179,112.12456798493572,glycerol
1588.6627589547031,99.56766868390837,glycerol
1788.6481219933894,84.56074593833591,glycerol
1887.1143197134224,91.39771998339496,glycerol
1727.9634447957683,73.79591012142514,glycerol
1787.7917309524419,79.39857718642615,glycerol
1983.269103948678,106.27159778235637,glycerol
1573.916062640501,101.77601408488717,glycerol
1517.1129700475442,81.83203795347299,glycerol
1608.1360629656751,96.31126301041505,glycerol
1994.2740482451504,148.7222800348434,glycerol
1577.9952301481824,91.24755983853908,glycerol
1698.8866693997454,93.50341063716196,glycerol
1713.0236641026395,86.86638177656089,glycerol
1596.040185228233,100.29738865886002,glycerol
1590.1720159544984,96.23956960454716,glycerol
1632.6241439929552,101.54046598689872,glycerol
1417.184671108531,73.3341352103835,glycerol
1739.5124407032204,118.6750488813384,glycerol
1583.4707456009407,99.01185060077012,glycerol
1751.955747896354,105.31590098074284,glycerol
1638.6645003534936,103.16119541145127,glycerol
1611.2855191691913,101.58197272011608,glycerol
1916.472802680817,135.77695167968105,glycerol
1699.8039673865355,170.85453066553646,glycerol
1548.3227781062646,116.21356653551074,glycerol
1366.202018310969,93.87701440492754,glycerol
1697.3208804965618,84.4473353687735,glycerol
1861.7650815114507,134.07201800754473,glycerol
1537.3626934168765,127.40878273985746,glycerol
1989.028406394921,100.38153558783692,glycerol
2116.7739399317206,86.50883558149678,glycerol
1656.0471415020006,84.30159809182024,glycerol
1925.345170920307,92.66528395078866,glycerol
2593.012917006803,97.44719971227286,glycerol
2142.53870205971,102.92718467911408,glycerol
1872.8264942648286,56.93864230230682,glycerol
2298.2758340172622,121.67312114452425,glycerol
1907.132815257644,87.20461722831998,glycerol
1537.646641759013,74.03536675233099,glycerol
1811.2018902496482,97.54860620134752,glycerol
1730.3002458551211,93.74902030938615,glycerol
1557.527011921851,96.47567038038966,glycerol
1637.446243768698,84.37504036427245,glycerol
1620.7854173202497,72.57974739189147,glycerol
2190.368149943313,117.0272902082631,glycerol
1613.1127336492807,135.45638677615074,glycerol
1595.7461329050939,73.29050334136929,glycerol
1632.0558234720597,96.33795690948573,glycerol
1494.501703136503,84.70194399887349,glycerol
2324.51095178252,98.2665982991656,glycerol
1674.6747898613612,90.25343724415924,glycerol
1950.725723330336,75.6618810856341,glycerol
2350.036564268604,113.18791667987512,glycerol
1676.3327911221588,89.34770064984181,glycerol
1606.880994720412,95.47418809330412,glycerol
1461.8678611321775,84.1975859992057,glycerol
1535.4972537500023,75.98294769409256,glycerol
1676.9515034264152,91.5095438364752,glycerol
1771.35121991548,82.08388563614622,glycerol
2468.673057225909,97.17554790020976,glycerol
1771.719754575254,85.95531298028523,glycerol
2628.6862360238774,100.4969647122801,glycerol
1736.327849405334,78.20298084216566,glycerol
1780.9119844095483,95.41820991249487,glycerol
1798.288286002308,73.87678730198532,glycerol
1626.9352855328577,91.88584131211336,glycerol
1467.7346969957553,75.14413886592037,glycerol
2382.2450635229566,132.48519609783392,glycerol
1667.82966035841,92.70038483950545,glycerol
1620.2349125571086,90.08093965177032,glycerol
1582.3686909462622,75.12286679057276,glycerol
1658.401174359958,89.32815490212903,glycerol
2607.809551252175,130.3152980092724,glycerol
1718.043919926823,94.27922021646496,glycerol
2529.5951958850815,189.35499055418884,glycerol
1860.9077964539297,74.46333616345404,glycerol
1607.5792090804887,61.366194335953544,glycerol
1673.6114914420073,131.06066850867117,glycerol
1625.424108349719,108.57638772240756,glycerol
2335.6082657488764,69.82235910274242,glycerol
1657.3656815641518,96.75607271414736,glycerol
1631.6964724370212,72.12357747141594,glycerol
1321.0667842574849,65.33460475277947,glycerol
1477.207776091675,94.04041055935336,glycerol
1477.217286636611,79.42718028757399,glycerol
1508.5978370932805,109.02169023484628,glycerol
1485.4919458284526,106.01140522469775,glycerol
1497.774229096342,99.95410975299916,glycerol
1312.6526557199638,90.84873855198836,glycerol
1661.078067923442,58.645281901910735,glycerol
1477.7670301962316,92.39796044702732,glycerol
1346.4115771037987,96.88622597662253,glycerol
1756.3190916652559,97.21327458312348,glycerol
1395.821178250016,87.0137199178463,glycerol
1672.2112762482027,116.80937849044447,glycerol
1554.6518458881594,111.5497251069026,glycerol
1546.9659311427222,91.84136587384178,glycerol
1482.6332970169044,79.22814805400925,glycerol
1500.8709343957373,78.40772435744802,glycerol
1643.901615967645,89.70481565617311,glycerol
1422.2871708346865,82.63430187603167,glycerol
1411.0243878218214,102.4064855349462,glycerol
