t,x_acc,y_acc,z_acc,x_rot,y_rot,z_rot,move_type
0.001658208319,2.603236542,-0.0687071228,9.457632751,0.09853222966,0.0794056505,-1.539467812,1
0.01161020831,1.871558075,-0.6427633667,10.21939865,0.1286527514,-0.004559307825,-1.495044708,1
0.02156220836,1.897454224,-0.9964778137,10.0462088,0.1429744214,-0.08156248182,-1.50550139,1
0.03151420836,2.120041351,-0.3385958862,9.839937744,0.1152678579,-0.08866888285,-1.557104826,1
0.04146620835,2.452200623,-0.2561174011,9.470505981,0.05062308908,-0.08357931674,-1.636483073,1
0.05141820834,2.644999695,-0.252973938,9.318871307,-0.02291370928,-0.07431109995,-1.733466148,1
0.06137020834,2.877915344,-0.3791615295,9.25420578,-0.05809246376,-0.02947705612,-1.790135264,1
0.07132220833,2.912194061,-0.5149291992,9.393266602,-0.04812304303,0.02626112849,-1.834666491,1
0.08127420832,2.982248383,-0.5321434021,9.557924194,-0.03729702905,0.04365156963,-1.896900535,1
0.09122620831,3.131338348,-0.5536985779,9.53741684,-0.04850564525,0.02804372832,-1.958955884,1
0.1011782084,3.14406189,-0.6373745728,9.37126236,-0.06893954426,-0.004054820165,-2.015711784,1
0.1111302084,3.112028503,-0.7866142273,9.319470062,-0.08107544482,-0.0390066281,-2.075133562,1
0.1210822084,3.201692047,-1.034498749,9.461973724,-0.0497992821,-0.04949788377,-2.138930321,1
0.1310342083,3.197500763,-1.189276886,9.765392761,-0.01928073913,-0.0557433255,-2.193793535,1
0.1409862083,3.057691498,-1.295406189,9.817185059,-0.01355281286,-0.0561507903,-2.250199556,1
0.1509382083,2.949316864,-1.450483704,9.72812027,0.005302754231,-0.04451658949,-2.294759989,1
0.1608902083,2.815944214,-1.599423981,9.835596771,0.01288717054,-0.05381874368,-2.347604275,1
0.1708422083,2.720143433,-1.701511688,9.913434906,0.0254964605,-0.07071486861,-2.400001526,1
0.1807942084,2.626438293,-1.827848969,10.01193008,0.0489397347,-0.08882009983,-2.432815075,1
0.1907462084,2.428699493,-1.951192474,10.10009674,0.07043432444,-0.1185771376,-2.460635662,1
0.2006982084,2.340832214,-2.130220184,10.08692413,0.1004761159,-0.1440244466,-2.492466688,1
0.2106502083,2.303110657,-2.299817505,10.1604213,0.1170260161,-0.1827342212,-2.537083626,1
0.2206022083,2.319426727,-2.520758057,10.12090347,0.1148334369,-0.1844293177,-2.595087767,1
0.2305552083,2.370320892,-2.678979034,10.04216721,0.1084411517,-0.1653841138,-2.648771763,1
0.2405072083,2.270628204,-2.76370285,10.01267853,0.09770674258,-0.1656216681,-2.6874156,1
0.2504592083,2.055675201,-2.882256317,9.977801056,0.08926275373,-0.2063379288,-2.710082531,1
0.2604112083,1.8194664,-2.950813751,10.01103195,0.102525562,-0.2580991387,-2.733308792,1
0.2703632083,1.697320404,-3.021915894,10.09021729,0.1112334207,-0.3124551177,-2.755529642,1
0.2803152084,1.590292969,-3.118614807,10.05833359,0.09627551585,-0.352078706,-2.784038067,1
0.2902672084,1.453926544,-3.1744487,9.996212769,0.07050177455,-0.3527885973,-2.816096544,1
0.3002192084,1.294957123,-3.175346832,10.05234604,0.04432583228,-0.3531814218,-2.828364611,1
0.3101712083,1.089434509,-3.172203369,10.05384293,-0.01569501124,-0.3781976104,-2.832810879,1
0.3201232083,1.040635986,-3.21770874,9.959988098,-0.06059990451,-0.4458839595,-2.848045588,1
0.3300752083,1.191671906,-3.241808624,10.17254608,-0.0594237633,-0.5027758479,-2.88907361,1
0.3400272083,1.535357208,-3.304827576,10.72100555,-0.04200775176,-0.5248673558,-2.948156834,1
0.3499792083,1.861977997,-3.394491119,11.0030191,-0.04968259111,-0.4921785593,-3.018039465,1
0.3599312084,2.061063995,-3.477418671,11.0084079,-0.08300486207,-0.4423561394,-3.095969915,1
0.3698832084,2.149979095,-3.586691437,10.99583405,-0.1088908985,-0.3851970434,-3.170438528,1
0.379835125,2.180066528,-3.880680084,11.14881592,-0.09621611983,-0.3154067695,-3.208723545,1
0.389787125,2.048340454,-4.177512817,11.40164017,-0.06722938269,-0.2455038428,-3.220454216,1
0.399739125,1.855242004,-4.403692474,11.41391464,-0.0219870694,-0.2012780607,-3.204176426,1
0.409691125,1.690434723,-4.525239716,11.29745682,0.02712641843,-0.1934825778,-3.168891668,1
0.419643125,1.595681763,-4.588857422,11.02846619,0.04523458332,-0.2557685971,-3.133893728,1
0.429595125,1.639390869,-4.614903259,10.60903839,0.03282829002,-0.3713087142,-3.125747442,1
0.439547125,1.905986481,-4.650229797,10.26086243,0.002603009809,-0.4958732724,-3.162827015,1
0.449499125,2.333048401,-4.734803925,10.16610947,-0.02128605172,-0.5804904699,-3.243057251,1
0.459451125,2.634820862,-4.92026825,10.29334488,-0.04482626542,-0.5829264522,-3.320151567,1
0.469403125,2.706671448,-5.214107208,10.48704208,-0.07814051956,-0.5385020375,-3.369241953,1
0.479355125,2.478545837,-5.63518158,10.57775345,-0.1156175882,-0.4903720319,-3.369658709,1
0.489307125,2.004481659,-6.0622435,10.68313431,-0.1214194372,-0.4532291293,-3.322494984,1
0.499259125,1.582509155,-6.257437592,10.91380463,-0.09784273058,-0.4408496916,-3.236229897,1
0.509211125,1.241368561,-6.243366852,11.02068237,-0.09323880076,-0.5057608485,-3.140296698,1
0.519163125,1.114881592,-6.054609375,10.84854034,-0.1147560775,-0.6399316788,-3.061462641,1
0.529115125,1.201251984,-5.634133759,10.74121353,-0.1301846355,-0.7941473722,-3.00927043,1
0.539067125,1.453028412,-5.160518646,10.84345093,-0.128959313,-0.9679167867,-2.984015942,1
0.549019125,1.859133911,-4.832251282,11.06334366,-0.1196025759,-1.112849593,-2.990398884,1
0.558971125,2.39756424,-4.742138672,11.29850464,-0.09558884799,-1.188814163,-3.032473326,1
0.568923125,2.936144257,-4.78210556,11.54549103,-0.05402223021,-1.148751736,-3.092866898,1
0.578875125,3.345842285,-4.882397003,11.7767601,-0.01740935817,-1.050490737,-3.153260231,1
0.588827125,3.443289642,-4.921465759,11.80924255,-0.003669631202,-0.9308914542,-3.216063499,1
0.598779125,3.410358124,-5.010081482,11.6321608,-0.01799956709,-0.8298953176,-3.25853014,1
0.608732125,3.250789948,-5.166506195,11.44983994,-0.02126505785,-0.7484478951,-3.278696775,1
0.618684125,3.004402313,-5.336253204,11.38203094,-0.006682652049,-0.7133663297,-3.285460234,1
0.628636125,2.751877441,-5.456453247,11.37364838,0.01770622842,-0.7197135687,-3.291867018,1
0.638588125,2.55668335,-5.439388733,11.26347748,0.0308891423,-0.761133194,-3.307556391,1
0.648540125,2.339634705,-5.316793671,11.0495723,0.03363896161,-0.8222206235,-3.33702445,1
0.658492125,2.148931274,-5.242997131,10.90287735,0.03074703366,-0.868193984,-3.353437185,1
0.668444125,1.799108734,-5.126988373,10.76067307,-0.008485591039,-0.9327154756,-3.355918169,1
0.678396125,1.461710358,-5.122946777,10.5651796,-0.07238361239,-0.9789870977,-3.331079483,1
0.688348125,1.054706726,-5.16830246,10.54736664,-0.137753278,-0.993476212,-3.289469957,1
0.698300125,0.7259902954,-5.146896973,10.67999084,-0.1894076765,-1.03802371,-3.270591736,1
0.708252125,0.7806266785,-5.248834991,10.95901062,-0.1941681504,-1.077799797,-3.271088123,1
0.718204125,0.7864645386,-5.352269897,11.55881332,-0.1515250802,-1.106562018,-3.263053656,1
0.728156125,0.6123765564,-5.403613129,12.14125214,-0.07990761846,-1.099297643,-3.251004457,1
0.738108125,0.4385879517,-5.444178772,12.52415588,-0.02051007748,-1.062183022,-3.219002485,1
0.748060125,0.1778302002,-5.308860168,12.50963608,-0.0198322311,-1.041678667,-3.184818745,1
0.758012125,0.05388793945,-5.182073822,12.18810471,-0.04814216495,-1.050129056,-3.171807766,1
0.767964125,0.1606159973,-5.107828217,12.08661575,-0.05389343575,-1.053589582,-3.181171417,1
0.777916125,0.38963974,-5.123545532,12.21385117,-0.03647130355,-1.026666403,-3.190983772,1
0.787868125,0.5453160095,-5.215304718,12.31069977,-0.02283583768,-0.9631153941,-3.160544395,1
0.797820125,0.4915777588,-5.267097015,12.22208405,0.0001467093825,-0.9016054273,-3.078090191,1
0.807772125,0.3477268982,-4.982089691,11.96896042,0.03810304031,-0.9102014303,-2.973257065,1
0.817724125,0.3849993896,-4.376598816,11.61255157,0.06557514518,-1.043178678,-2.885415077,1
0.827676125,0.7920030212,-3.693569183,11.22366028,0.07853607833,-1.218289256,-2.854664326,1
0.837628125,1.623523865,-3.169658661,10.95586716,0.04981574416,-1.36113739,-2.936226368,1
0.847580125,2.850821686,-3.037333832,10.78746735,-0.00538383238,-1.386768341,-3.119319439,1
0.857532125,3.92678421,-3.246149597,10.8000412,-0.08358728886,-1.264229298,-3.346979618,1
0.867484125,4.439767456,-3.721111908,10.90512268,-0.1444408298,-0.9980435967,-3.563158274,1
0.877436125,4.337080994,-4.370760956,11.15645004,-0.1584717035,-0.6933693886,-3.723748922,1
0.887388125,3.727548523,-5.094805298,11.36825958,-0.1558520943,-0.4474103153,-3.79961586,1
0.897340125,2.808310089,-5.736071777,11.13624207,-0.1548361033,-0.3203865886,-3.817363501,1
0.907292125,1.879790955,-5.985303497,10.62310913,-0.1857157201,-0.325673908,-3.792742014,1
0.917244125,1.067280579,-5.938001862,9.986183624,-0.2534614801,-0.4743877351,-3.746039391,1
0.927196125,0.4616400146,-5.808072052,9.466763763,-0.3261864781,-0.7157553434,-3.691725016,1
0.937149125,0.230969696,-5.61991333,9.425599365,-0.3795596659,-0.9899882078,-3.662565231,1
0.947101125,0.3975732422,-5.519921265,9.764644318,-0.4131631851,-1.197035074,-3.658770323,1
0.957053125,0.8045768738,-5.526956635,10.29274612,-0.4404787123,-1.275576949,-3.680338621,1
0.967005125,1.228794708,-5.534441071,10.93266541,-0.4644834399,-1.224649429,-3.728070974,1
0.976957125,1.540296936,-5.627547455,11.50791916,-0.4699738026,-1.101718187,-3.776120663,1
0.986909125,1.645079041,-5.818550262,12.07374252,-0.4444292188,-0.9618703723,-3.812301397,1
0.996861125,1.588047638,-6.018384705,12.54047195,-0.3825200498,-0.8458598852,-3.834802151,1
1.006813125,1.403631134,-6.165528717,12.78431488,-0.3178149164,-0.7878049016,-3.848908424,1
1.016765125,1.193617859,-6.180198212,12.73865982,-0.2555294335,-0.7705726624,-3.865832329,1
1.026717125,1.091829529,-6.219716034,12.49676285,-0.2099641114,-0.7751640081,-3.897627354,1
1.036669125,1.053808594,-6.277645569,12.20097794,-0.1867828965,-0.7780495882,-3.929317951,1
1.046621125,0.9717791748,-6.400839386,11.88214096,-0.181045115,-0.7783981562,-3.951224327,1
1.056573125,0.8159532166,-6.60980484,11.63410675,-0.169936806,-0.7719751596,-3.949768543,1
1.066525125,0.5701643372,-6.75021286,11.47902924,-0.1657981724,-0.8090018034,-3.941551447,1
1.076477125,0.4466711426,-6.844217377,11.30314499,-0.1591203064,-0.859801054,-3.924530506,1
1.086429125,0.3796105957,-6.930288391,11.23368942,-0.1502557993,-0.9373602867,-3.917551517,1
1.096381125,0.3890409851,-7.030430145,11.17725677,-0.1540231109,-1.003519177,-3.919646263,1
1.106333125,0.4345463562,-7.111411743,11.11902786,-0.1739791334,-1.058071375,-3.920034885,1
1.116285125,0.4505630493,-7.213200073,11.07367218,-0.1912287027,-1.098564267,-3.908433437,1
1.126237125,0.413739624,-7.287894745,11.01559296,-0.2286424935,-1.146208644,-3.886252642,1
1.136189125,0.3836521912,-7.381899261,10.96050751,-0.2467831373,-1.191650629,-3.868826151,1
1.146141125,0.5213658142,-7.552843781,11.06304428,-0.2266744226,-1.149273515,-3.863106966,1
1.156093125,0.546663208,-7.641010437,11.29161896,-0.2010883689,-1.010402918,-3.862466574,1
1.166045125,0.3528163147,-7.539521484,11.16932327,-0.2215597034,-0.8579437733,-3.848484993,1
1.175997125,-0.1008901978,-7.277865601,10.51368668,-0.3339909017,-0.8344528079,-3.821120024,1
1.185949125,-0.6135740662,-7.089407501,9.571545868,-0.5103213787,-0.9843040109,-3.780941725,1
1.195901125,-0.9711804199,-6.912774811,9.032516785,-0.6684063077,-1.272841215,-3.768835306,1
1.205853125,-1.136736145,-6.721921692,9.426796875,-0.7348052263,-1.57322371,-3.749030352,1
1.215805125,-1.279090118,-6.639592896,10.65394501,-0.7155838609,-1.743538141,-3.684248686,1
1.225757125,-1.450783081,-6.726262665,12.15786758,-0.6353724003,-1.763014674,-3.578697205,1
1.235709125,-1.420396271,-6.768474884,13.5418895,-0.5317802429,-1.62383461,-3.456614256,1
1.245662125,-1.193318481,-6.668782196,14.32236649,-0.4458618462,-1.423175335,-3.329536438,1
1.255614125,-1.00276474,-6.306535492,14.36368057,-0.3815113604,-1.255560517,-3.229654789,1
1.265566125,-0.7741900635,-5.727389832,13.96760422,-0.3084329665,-1.202643633,-3.156769276,1
1.275518125,-0.4312532043,-5.300178223,13.5020723,-0.2543263137,-1.16862607,-3.088725567,1
1.285470125,-0.04864883423,-4.860692139,12.87787033,-0.2517933249,-1.181471586,-3.096640825,1
1.295422125,0.503253479,-4.399800568,12.10338089,-0.288648814,-1.256958604,-3.164133787,1
1.305374125,0.9484277344,-4.196972351,11.52438492,-0.3457073569,-1.318048239,-3.247386932,1
1.315326125,1.221310272,-4.300556946,11.2260553,-0.410068512,-1.340046167,-3.320146322,1
1.325278125,1.42638382,-4.612059174,11.18878281,-0.4726735055,-1.296084523,-3.381294012,1
1.335230125,1.606758728,-4.917274475,11.25823837,-0.5341938734,-1.220202446,-3.411098003,1
1.345182125,1.61349472,-5.120102692,11.35673355,-0.5801461935,-1.171666265,-3.416027069,1
1.355134125,1.527124329,-5.143603821,11.54159912,-0.6111941338,-1.17478168,-3.437665462,1
1.365086125,1.56903717,-5.024601288,11.72272247,-0.6303744912,-1.236194491,-3.470244646,1
1.375038125,1.642983398,-4.972210236,11.91537186,-0.6422023773,-1.354026794,-3.49583149,1
1.384990333,1.594184875,-4.995262299,12.13541428,-0.6424093246,-1.498399138,-3.523758888,1
1.394942333,1.589993591,-5.080584869,12.45679596,-0.6136125326,-1.585845828,-3.553189993,1
1.404894333,1.677411804,-5.229375458,12.8835585,-0.5855115056,-1.579795122,-3.584869146,1
1.414846333,1.766925659,-5.324128418,13.15359695,-0.5773630142,-1.531720757,-3.620805025,1
1.424798333,1.804048462,-5.44088562,13.28816711,-0.5589141846,-1.459022403,-3.650976658,1
1.434750333,1.745370483,-5.576054535,13.44578934,-0.5304993391,-1.421647072,-3.6622293,1
1.444702333,1.600172424,-5.732179871,13.62706238,-0.4936854839,-1.449795008,-3.688601255,1
1.454654333,1.619182892,-5.923482056,13.80130005,-0.445389837,-1.474490523,-3.726201534,1
1.464606333,1.701062622,-6.182293854,14.00053574,-0.3756372035,-1.444043636,-3.739940405,1
1.474558333,1.533710632,-6.343658295,14.16549271,-0.2871313095,-1.37577188,-3.73142457,1
1.484510333,1.269360352,-6.406527557,14.13630341,-0.2139364481,-1.317138076,-3.720839977,1
1.494462333,1.052910461,-6.37928421,13.69127884,-0.1715104282,-1.287757397,-3.724307299,1
1.504414333,0.9422904968,-6.29276413,13.05704773,-0.1482507586,-1.277602315,-3.732254744,1
1.514366333,0.8250842285,-6.189478912,12.51098328,-0.176115945,-1.29041636,-3.746384144,1
1.524318333,0.7610174561,-6.149212646,11.87779999,-0.2563638091,-1.29686141,-3.767218113,1
1.534270333,0.7788304138,-6.236331482,11.33712433,-0.3413948417,-1.295104265,-3.790422916,1
1.544223333,0.7309300232,-6.305337982,11.15944382,-0.4235611856,-1.304424882,-3.833559275,1
1.554175333,0.7280859375,-6.514602814,11.19896164,-0.490496546,-1.308068871,-3.875100374,1
1.564127333,0.6345304871,-6.768025818,11.35508698,-0.5593560338,-1.3234514,-3.913046122,1
1.574079333,0.5797444153,-7.029382324,11.55821457,-0.6201466918,-1.325688243,-3.939893007,1
1.584031333,0.6373745728,-7.341632996,11.89321793,-0.67689991,-1.312512875,-3.956569672,1
1.593983333,0.6801855469,-7.496860199,12.19738541,-0.7423164845,-1.304682851,-3.979941607,1
1.603935333,0.7683522034,-7.605384521,12.52460495,-0.7709901929,-1.294743538,-3.999487638,1
1.613887333,0.8330177307,-7.635322266,13.07456131,-0.7447556853,-1.283538342,-4.007879257,1
1.623839333,0.8402027893,-7.648494873,13.7369339,-0.6800675392,-1.245134711,-4.003506184,1
1.633791333,0.9048683167,-7.710016937,14.17207901,-0.5985223055,-1.188588381,-3.979583979,1
1.643743333,1.007105713,-7.823031921,14.29781754,-0.51477772,-1.097023726,-3.95987463,1
1.653695333,1.137783966,-7.773634644,14.14199158,-0.4359196424,-1.037496448,-3.968236923,1
1.663647333,1.274000702,-7.617060242,13.70789429,-0.3794706464,-1.042706132,-3.999812841,1
1.673599333,1.260379028,-7.520660706,13.12201263,-0.3504951894,-1.079955816,-4.036201,1
1.683551333,1.152603149,-7.478747864,12.47026794,-0.3738130033,-1.157094598,-4.072594643,1
1.693503333,1.041683807,-7.574249268,11.85175415,-0.4112075269,-1.220793247,-4.106389523,1
1.703455333,0.9515711975,-7.793393555,11.59907959,-0.4566680193,-1.297079444,-4.119938374,1
1.713407333,0.8210426331,-8.071664886,11.53351593,-0.5103413463,-1.400510311,-4.118876934,1
1.723359333,0.7345225525,-8.364306335,11.59803177,-0.5706304908,-1.508815885,-4.108285904,1
1.733311333,0.674197998,-8.558153229,11.88453598,-0.6027069092,-1.55655098,-4.100288868,1
1.743263333,0.6634204102,-8.732241211,12.43524078,-0.5933259726,-1.485714197,-4.104953289,1
1.753215333,0.5950126648,-8.81771347,13.00735107,-0.6009833813,-1.299475789,-4.098852634,1
1.763167333,0.1954934692,-8.756490784,13.03878571,-0.6532555819,-1.172849655,-4.037913322,1
1.773119333,-0.4132905579,-8.715176697,12.63103363,-0.6917428374,-1.182402611,-3.92988348,1
1.783071333,-0.8306227112,-8.626261597,12.49062561,-0.6741999984,-1.33480227,-3.816227436,1
1.793023333,-0.9472302246,-8.347092133,12.6898613,-0.6397379041,-1.548948169,-3.715328217,1
1.802975333,-0.8249345398,-7.878566437,12.87083496,-0.6163650751,-1.693302512,-3.644759178,1
1.812927333,-0.4703219604,-7.279961243,12.99178345,-0.621024549,-1.763342619,-3.602353334,1
1.822879333,-0.1308279419,-6.781647491,13.06093964,-0.6358709931,-1.770771265,-3.580104828,1
1.832832333,0.2415975952,-6.436016235,13.22454941,-0.6545208693,-1.718739986,-3.595091581,1
1.842784333,0.82373703,-6.269412689,13.49339035,-0.6497934461,-1.626132846,-3.658332109,1
1.852736333,1.480271759,-6.251300354,13.84186569,-0.6460815668,-1.507341146,-3.748755455,1
1.862688333,1.943408661,-6.330785065,14.09873154,-0.6485023499,-1.330636621,-3.849000692,1
1.872640333,2.049687653,-6.509663086,14.21129745,-0.645360589,-1.128130317,-3.919435263,1
1.882592333,1.738185425,-6.705455933,14.29242874,-0.6111353636,-0.9931648374,-3.950158358,1
1.892544333,1.161734161,-6.853348389,14.3566452,-0.5308846831,-0.9917246103,-3.942560673,1
1.902496333,0.5400769043,-6.90588913,14.35978867,-0.4412959814,-1.091600776,-3.910264969,1
1.912448333,0.06810836792,-6.855444031,14.201418,-0.3897116184,-1.237679601,-3.86167407,1
1.922400333,-0.144150238,-6.725364532,13.82375336,-0.3741870224,-1.33459425,-3.837495089,1
1.932352333,-0.00419128418,-6.558910675,13.52901627,-0.3655219078,-1.350509763,-3.840102673,1
1.942304333,0.1395098877,-6.319857788,13.51105362,-0.3532395065,-1.340858698,-3.851750135,1
1.952256333,0.1408570862,-6.185587006,13.52871689,-0.330819428,-1.362319708,-3.875857592,1
1.962208333,0.1619631958,-6.233786774,13.57886261,-0.2774861455,-1.401237845,-3.915832281,1
1.972160333,0.07140151978,-6.356381836,13.69816452,-0.234764263,-1.40660429,-3.945211887,1
1.982112333,-0.1793270874,-6.574029236,13.64113312,-0.2013719976,-1.364122629,-3.958460569,1
1.992064333,-0.5607339478,-6.909481659,13.52407654,-0.1495074779,-1.249415994,-3.930074692,1
0.02294916671,2.889740753,6.489155731,4.846621399,-0.345505923,0.6648578048,0.07015851885,0
0.03290116671,2.917133789,6.336473236,4.829107819,-0.3289325535,0.4994637668,0.0692615658,0
0.0428531667,3.003953247,5.990542603,5.314847717,-0.1501303613,0.2640834749,0.07498721033,0
0.05280516669,3.263513489,5.698799286,5.979465637,0.09905309975,-0.0008145105094,0.081224069,0
0.06275816669,3.733835449,5.614225159,6.314468994,0.306058526,-0.2530071437,0.08595509827,0
0.07271016669,4.242178345,5.572462006,5.980663147,0.3989277482,-0.4304908514,0.09491104633,0
0.08266216668,4.680766296,5.567971344,5.213658142,0.3832805455,-0.5359434485,0.1112144515,0
0.09261516668,5.170248413,5.450016632,4.448150024,0.2668881714,-0.5805678964,0.1129164845,0
0.1025671667,5.717809753,5.051096191,3.75479187,0.1049200445,-0.5458868742,0.072283566,0
0.1125191667,6.52088974,4.499493256,3.336711273,-0.0660546422,-0.4719862938,-0.0195936244,0
0.1224711667,7.465425568,3.615731049,3.240910492,-0.2097083777,-0.4245486557,-0.1135175973,0
0.1324241667,8.11103302,2.395468597,3.257825317,-0.3006372154,-0.4652449489,-0.149023667,0
0.1423761667,8.408763885,0.999022522,3.275787964,-0.3472771645,-0.5889357328,-0.1085460559,0
0.1523281667,8.34978653,-0.1474433899,3.294049988,-0.4323680997,-0.7697384953,-0.009210411459,0
0.1622801667,7.877817993,-0.8545729065,3.028651886,-0.6558334231,-0.9300186038,0.1838360727,0
0.1722331667,6.868616638,-1.086740112,2.420616302,-0.9849306345,-1.027497411,0.4352248907,0
0.1821851667,5.794001312,-0.9071136475,1.831591187,-1.307471156,-1.082891703,0.6607832909,0
0.1921371667,5.366490326,-0.688717804,1.693727875,-1.563819885,-1.172720313,0.7653794885,0
0.2020891667,5.511987762,-0.7217990112,2.041903839,-1.575340629,-1.207208395,0.7035467625,0
0.2120421667,6.188431091,-0.7936495972,2.971321106,-1.249744415,-1.350406528,0.5241303444,0
0.2219941667,6.851851501,-1.101559296,4.209097137,-0.7054805756,-1.720466137,0.2752215564,0
0.2319461667,7.077133026,-1.366957397,4.744234314,-0.2305683643,-2.40446043,0.1145109683,0
0.2418991667,6.367309113,-1.678759003,3.716920624,0.005221254658,-3.163900137,0.01779694483,0
0.2518511667,5.413492584,-2.297422485,1.664388885,-0.007147340104,-3.815025806,-0.1031546146,0
0.2618031667,5.385051727,-2.980901184,-0.3183879089,-0.1929135919,-4.361292839,-0.1266711801,0
0.2717551667,5.476361847,-3.141217804,-1.528471527,-0.5743802786,-4.632850647,0.05710744113,0
0.2817081667,4.629273376,-3.808829498,-2.316432953,-1.016308546,-4.515664101,0.3815118074,0
0.2916601667,4.453688507,-5.137616272,-2.235301666,-1.330816388,-4.326943398,0.8120812774,0
0.3016121667,4.567751312,-6.35234024,-0.4490661621,-1.467418432,-4.193955421,1.137326837,0
0.3115651667,5.475014648,-6.608906708,1.075214081,-1.438848376,-4.302718163,1.510248184,0
0.3215171667,5.626499634,-6.029910736,2.434237976,-1.554068446,-4.796728134,2.120471478,0
0.3314691667,5.101690979,-4.429888,3.863914948,-1.911477685,-4.955057621,2.790456533,0
0.3414211667,6.036646729,-1.772314453,5.69475769,-2.192058563,-4.486574173,3.104863405,0
0.3513741667,11.01813766,1.809886322,10.31714539,-2.242208958,-3.974533319,2.906711102,0
0.3613261667,17.89962753,6.75260788,18.07251801,-2.021127224,-3.921511173,2.468783379,0
0.3712781667,23.0944249,14.6844635,27.96574493,-1.423847437,-3.677970886,1.850986958,0
0.3812301667,26.30809204,24.69459732,38.00237366,-0.711222887,-2.449156523,0.9106670022,0
0.3911831667,29.31923035,34.19204727,45.06034653,-0.1664186865,-0.8571605086,-0.2772320211,0
0.4011351667,29.79973114,40.85723694,47.85832809,0.3875193298,0.59199965,-1.443406224,0
0.4110871667,26.13460281,43.47783737,46.42939957,1.107780576,1.508443236,-2.283556938,0
0.4210391667,18.53385864,42.54797104,42.51294388,1.981326342,2.039789677,-2.940062761,0
0.4309921667,12.86424866,37.61482956,37.17908569,2.872467041,2.356056213,-3.297737122,0
0.4409441667,8.486751709,34.27018478,31.98279144,3.654306173,2.631192207,-3.606194973,0
0.4508961667,7.263345795,30.96401001,26.78455124,4.320480347,2.916977406,-4.09802103,0
